,loss,mean_squared_error,val_loss,val_mean_squared_error,epoch
0,17.49421458774143,388.3938903808594,13.814967897203234,269.7204284667969,0
1,8.214745799700419,125.976806640625,5.674576573901707,65.58876037597656,1
2,5.012550976541307,51.70392608642578,4.490880992677477,49.12813186645508,2
3,4.324640406502618,40.81585693359375,4.232041292720371,48.477745056152344,3
4,4.000580645269817,37.817813873291016,3.710821933216519,39.47349548339844,4
5,3.7712402873569064,32.51478576660156,3.701411406199137,39.63371276855469,5
6,3.6270225445429483,30.33449363708496,3.584195031060113,36.382850646972656,6
7,3.43805092242029,28.320573806762695,3.395004630088806,32.71952819824219,7
8,3.321846753358841,26.80080795288086,3.224154445860121,27.648509979248047,8
9,3.2345944245656333,25.128772735595703,3.177362004915873,28.369083404541016,9
10,3.1822749276955924,24.326873779296875,3.2072379059261746,25.289888381958008,10
11,3.1911723679966397,23.84041976928711,3.0251958767573037,25.7966365814209,11
12,3.0758871568573847,22.64206314086914,3.0456420183181763,24.347074508666992,12
13,3.069179081254535,22.920869827270508,2.983406490749783,24.099756240844727,13
14,3.0056867831283145,21.724123001098633,2.989408638742235,26.233964920043945,14
15,2.9947504334979587,21.449968338012695,2.930665089024438,25.245616912841797,15
16,2.9360034233993955,21.261672973632812,2.900181863043043,22.766679763793945,16
17,2.902188605732388,20.398107528686523,2.918658004866706,25.060256958007812,17
18,2.914688891834683,19.73273468017578,2.9021348224745855,24.106624603271484,18
19,2.8952597926060357,20.069704055786133,2.923167758517795,21.79488182067871,19
20,2.856460452079773,19.67879295349121,2.888214535183377,22.37091636657715,20
21,2.8359244962533317,19.387958526611328,2.9575973219341702,21.202503204345703,21
22,2.8194388581646814,18.993209838867188,2.830277575386895,21.01544189453125,22
23,2.776691565910975,18.590559005737305,2.8822556998994617,21.16353416442871,23
24,2.8372887902789645,18.699859619140625,2.915568987528483,23.559621810913086,24
25,2.7765450179576874,18.756975173950195,2.863820049497816,22.128175735473633,25
26,2.810396340158251,18.80400276184082,2.9629205067952475,22.911949157714844,26
27,2.7266409463352628,17.647634506225586,2.8954709238476224,22.54412078857422,27
28,2.7447655267185636,18.328262329101562,2.761173208554586,20.76349639892578,28
29,2.6986260612805686,17.658235549926758,2.81672195593516,20.422826766967773,29
30,2.6749007403850555,17.07530403137207,2.762959612740411,20.18228530883789,30
31,2.6865052812629275,17.438640594482422,2.8689935869640775,20.043237686157227,31
32,2.6559001174237995,17.068872451782227,2.827430102560255,19.9464054107666,32
33,2.6637268231974707,16.862754821777344,2.854505075348748,21.225065231323242,33
34,2.6091314024395413,16.984670639038086,2.7574901580810547,20.907934188842773,34
35,2.610209835900201,16.470447540283203,2.703818612628513,19.845539093017578,35
36,2.6109213365448847,16.398441314697266,2.8617415030797324,20.63070297241211,36
37,2.6570593350463443,16.645002365112305,2.8639678292804294,21.722837448120117,37
38,2.5663156078921423,16.126022338867188,2.736033704545763,19.158832550048828,38
39,2.5763564291927548,16.045177459716797,2.7423449556032815,19.49515724182129,39
40,2.570845267838902,15.918416023254395,2.85724671681722,20.900028228759766,40
41,2.5752976867887707,16.094064712524414,2.694400284025404,20.142230987548828,41
42,2.5024754967954426,15.355969429016113,2.730296320385403,19.528539657592773,42
43,2.497251369886928,15.081512451171875,2.8505488766564264,19.39764404296875,43
44,2.5342185033692255,15.775934219360352,2.8881339497036405,20.575794219970703,44
45,2.51766080988778,15.335854530334473,2.686539067162408,19.387189865112305,45
46,2.4594104919168682,14.873963356018066,2.7352618906233044,19.22455596923828,46
47,2.4810019499725766,15.127069473266602,2.673403647210863,19.493730545043945,47
48,2.4581580327616797,14.898499488830566,2.7272724045647516,19.519479751586914,48
49,2.407275848918491,14.070333480834961,2.959558473693,21.586538314819336,49
50,2.5146794517834983,15.223214149475098,2.648804956012302,19.01478385925293,50
51,2.3976172374354467,14.51235294342041,2.8952381081051297,21.062454223632812,51
52,2.4118823955456414,14.431363105773926,2.6683237155278525,19.917287826538086,52
53,2.39414777358373,14.481802940368652,2.6013903750313654,19.279869079589844,53
54,2.4473004142443338,14.554646492004395,2.711509108543396,18.947751998901367,54
55,2.3528002500534058,14.01365852355957,2.6887043250931635,19.001745223999023,55
56,2.350909673505359,13.668701171875,2.6655331717597113,19.75379180908203,56
57,2.3585300081306033,13.823195457458496,2.728749738799201,18.959197998046875,57
58,2.3494499408536487,13.703758239746094,2.8619120518366494,19.503536224365234,58
